horas,filhos6,filhos6_18,idade,esc,salario,horas_marido,idade_marido,esc_marido,sal_marido,renda_fam,tmi,esc_mae,esc_pai,desemprego,exper
1587,1,5,30,8,2.016400098800659,2080,33,8,3.4614999294281006,10400,0.781499981880188,3,3,7.5,2
156,0,0,51,16,7.621799945831299,2413,51,16,11.361000061035156,33000,0.5515000224113464,16,16,11.0,19
1939,0,2,31,13,3.197499990463257,2570,31,12,3.8910999298095694,16200,0.7214999794960022,7,3,7.5,4
1250,0,4,34,12,1.600000023841858,2030,52,12,9.605899810791016,22660,0.6915000081062317,12,16,7.5,9
610,0,0,49,11,4.098400115966797,4684,59,17,2.6686999797821045,16000,0.7214999794960022,7,7,7.5,14
270,1,3,35,13,1.4815000295639038,2802,41,17,8.886500358581543,25780,0.6614999771118164,7,16,9.5,6
660,1,0,53,12,3.636399984359741,2090,59,12,6.36359977722168,20675,0.7214999794960022,7,12,7.5,24
1000,0,3,32,12,1.0,2053,46,16,17.72800064086914,40213,0.5515000224113464,12,7,11.0,1
1920,0,3,38,10,2.604199886322021,1984,42,10,5.292300224304199,15500,0.7214999794960022,12,7,7.5,13
200,0,0,54,12,1.75,2040,54,16,15.685999870300291,35207,0.5814999938011169,7,12,9.5,3
1500,0,1,47,17,4.800000190734863,2794,58,8,5.242300033569336,35702,0.5515000224113464,10,12,11.0,10
868,0,1,45,15,5.53000020980835,3290,47,14,3.039499998092652,17800,0.7214999794960022,14,12,9.5,16
2318,0,1,47,16,4.098400115966797,1911,46,16,16.7450008392334,50900,0.4914999902248382,16,16,5.0,9
2000,0,0,59,10,1.25,2000,60,12,3.75,17280,0.6915000081062317,7,7,5.0,19
60,0,1,32,11,1.666700005531311,2580,31,12,5.814000129699707,15150,0.7214999794960022,10,9,5.0,4
1715,0,1,45,12,3.79010009765625,2400,49,17,10.833000183105469,36200,0.5814999938011169,7,7,7.5,10
550,0,4,40,12,2.363600015640259,1740,47,12,9.002900123596191,17465,0.7214999794960022,14,12,5.0,5
1960,0,2,47,14,10.20400047302246,2500,50,12,6.539999961853027,45205,0.6100000143051147,14,12,3.0,7
44,1,2,36,16,6.81820011138916,1840,37,17,5.978300094604492,14500,0.7515000104904175,12,10,5.0,3
1920,0,0,56,14,7.214600086212158,2036,56,14,8.624799728393555,32011,0.5814999938011169,7,7,7.5,38
2540,0,1,41,8,2.448400020599365,3536,43,11,4.832900047302246,35200,0.6215000152587891,7,12,9.5,16
156,0,3,48,7,1.198699951171875,880,51,11,10.909000396728516,13579,0.7515000104904175,3,7,11.0,13
780,1,2,36,12,1.6410000324249268,2007,38,12,3.886399984359741,10455,0.7515000104904175,7,7,11.0,1
3120,0,0,41,12,1.782099962234497,2632,44,13,8.45740032196045,32600,0.5515000224113464,7,3,5.0,7
2040,0,0,41,14,2.941200017929077,2600,43,12,5.0,19150,0.6915000081062317,7,10,11.0,15
1610,0,3,36,12,4.968900203704834,2156,36,13,7.421199798583984,24400,0.6614999771118164,12,17,9.5,10
215,0,3,37,12,1.8604999780654907,3625,41,12,4.493800163269043,21700,0.6915000081062317,10,7,3.0,2
1120,0,0,38,12,8.035699844360352,2420,42,12,7.025199890136719,26201,0.6215000152587891,7,3,9.5,19
846,0,2,43,14,3.97160005569458,2080,43,9,3.2788000106811523,11920,0.7515000104904175,3,3,7.5,25
3225,0,0,54,16,3.041599988937378,3443,59,17,1.2861000299453735,16300,0.7214999794960022,12,12,9.5,25
1376,0,1,38,12,2.907000064849853,2250,41,12,5.555600166320801,16500,0.7214999794960022,7,7,5.0,7
980,1,0,30,12,3.061199903488159,2535,34,16,7.495100021362305,30000,0.5814999938011169,12,7,11.0,15
1838,0,0,49,12,4.896599769592285,2352,48,15,22.108999252319336,62500,0.4415000081062317,7,7,9.5,11
1494,0,1,45,13,4.01609992980957,3036,49,6,9.05799961090088,58500,0.4415000081062317,10,10,9.5,25
450,0,0,51,13,5.555600166320801,2600,57,14,11.538000106811523,40900,0.5214999914169312,7,7,9.5,19
1976,0,0,34,10,1.2226999998092651,2223,39,7,6.046800136566162,16308,0.6915000081062317,0,10,7.5,4
2012,0,2,34,12,2.683900117874145,2666,34,10,1.3653000593185425,9300,0.7515000104904175,7,7,7.5,14
561,0,1,41,12,2.673799991607666,2006,41,17,16.549999237060547,35700,0.5515000224113464,10,9,7.5,19
1715,0,1,49,12,9.329400062561035,1710,49,17,8.771900177001953,35700,0.6399999856948853,9,9,11.0,18
1912,0,0,32,12,3.138099908828736,1920,46,14,9.63539981842041,24500,0.6614999771118164,12,12,5.0,14
3686,0,0,32,14,0.5425999760627747,1647,39,14,6.678800106048584,13000,0.7214999794960022,12,12,7.5,11
1080,0,2,32,17,8.611100196838379,3080,35,15,7.572700023651123,52600,0.4415000081062317,12,12,5.0,4
1799,0,0,47,10,3.668699979782105,1920,48,10,7.8125,25360,0.6614999771118164,3,7,7.5,29
1984,0,1,39,9,2.31850004196167,2420,47,4,1.9835000038146973,9400,0.7515000104904175,9,9,7.5,21
1839,0,0,49,12,2.881999969482422,2205,53,15,9.523799896240234,26800,0.6215000152587891,12,12,11.0,24
1579,0,3,37,12,3.166599988937378,3035,39,14,6.425000190734863,33040,0.6614999771118164,12,7,7.5,19
96,0,0,59,16,3.6458001136779785,2185,60,15,10.984000205993652,26350,0.6215000152587891,14,12,7.5,31
1920,0,0,50,12,6.25,1880,56,12,12.765999794006348,39000,0.5214999914169312,7,7,14.0,28
1688,0,1,32,17,10.24899959564209,1863,33,17,9.554499626159668,35100,0.6100000143051147,12,12,9.5,15
1589,0,0,46,12,3.20959997177124,2456,48,16,5.496699810028076,22502,0.6614999771118164,12,12,11.0,27
345,0,2,43,17,7.652200222015381,1847,46,17,9.761799812316896,21950,0.6915000081062317,12,14,14.0,13
1521,0,3,37,11,1.9723999500274656,2000,42,6,5.0,13000,0.7515000104904175,7,7,7.5,4
1490,0,2,32,16,4.697999954223633,1856,35,14,5.999499797821045,18180,0.7214999794960022,12,14,9.0,10
989,0,1,39,11,2.1233999729156494,1880,43,14,6.914899826049805,20957,0.6915000081062317,10,10,9.0,8
600,0,2,34,13,2.3333001136779785,3020,35,12,4.966899871826172,13700,0.7214999794960022,12,12,7.5,4
2646,0,1,39,11,2.3896000385284424,2646,41,8,2.3896000385284424,20000,0.6915000081062317,7,7,5.0,18
2149,0,3,45,8,1.2563999891281128,1640,48,9,4.512199878692627,12260,0.7515000104904175,7,7,5.0,3
320,0,0,50,11,1.0937999486923218,1950,54,11,9.230799674987791,24850,0.6614999771118164,3,12,7.5,11
1600,0,1,40,12,3.75,1920,39,12,11.458000183105469,29150,0.5814999938011169,12,7,7.5,8
2419,0,1,30,10,3.3071999549865723,2025,34,12,7.6992998123168945,23591,0.6614999771118164,7,7,11.0,10
2005,0,0,57,17,5.135200023651123,2470,56,17,4.183000087738037,24717,0.6614999771118164,16,12,11.0,33
1960,0,1,39,12,6.632699966430664,1800,43,12,8.33329963684082,30455,0.6215000152587891,12,12,9.0,19
2147,0,0,53,12,4.564499855041504,1920,56,8,5.1041998863220215,19600,0.6915000081062317,12,12,7.5,35
1207,0,1,48,17,11.847999572753906,2039,53,17,8.227100372314453,31875,0.6399999856948853,7,12,5.0,21
2000,0,1,46,14,3.75,2570,48,16,5.663400173187256,24055,0.6614999771118164,14,14,7.5,7
1260,0,0,47,12,4.365099906921387,1914,54,12,5.2220001220703125,18795,0.7214999794960022,7,10,7.5,18
90,0,1,43,12,3.933300018310547,1516,47,10,7.190000057220459,12198,0.7515000104904175,7,7,7.5,4
1800,0,0,47,12,3.3333001136779785,2520,47,16,13.906999588012695,52645,0.4914999902248382,12,7,7.5,12
573,0,1,47,12,3.3159000873565674,2327,48,12,6.016300201416016,16600,0.7214999794960022,10,7,14.0,16
1825,0,0,47,12,3.561599969863892,2188,50,12,7.678199768066406,32590,0.6215000152587891,7,7,7.5,14
75,0,0,46,12,1.600000023841858,1864,48,12,5.311200141906738,10020,0.7515000104904175,3,7,7.5,3
1348,0,4,34,9,2.2255001068115234,2183,33,10,4.122799873352051,12048,0.7515000104904175,7,7,11.0,1
1880,0,0,48,10,4.787199974060059,1920,55,12,7.8125,39750,0.6215000152587891,7,7,11.0,27
1240,0,1,30,12,5.80649995803833,1824,31,12,4.605299949645996,15700,0.7214999794960022,10,7,7.5,12
848,0,1,51,12,2.3585000038146973,2878,54,12,3.974600076675415,24250,0.6614999771118164,7,7,3.0,6
150,0,5,52,12,2.0,2390,54,16,15.062999725341797,43210,0.5214999914169312,7,12,14.0,9
2000,0,2,37,12,1.899999976158142,3120,39,13,4.506400108337402,37100,0.6215000152587891,12,12,5.0,2
1952,0,2,32,12,5.123000144958496,2040,33,12,5.882400035858154,23820,0.6614999771118164,12,7,5.0,6
1456,0,2,36,17,5.494500160217285,2151,35,15,10.227999687194824,31600,0.5814999938011169,12,14,5.0,9
1740,0,2,35,12,6.321800231933594,1976,37,14,6.57889986038208,24000,0.6614999771118164,10,10,7.5,16
1400,0,0,45,17,7.142899990081787,2286,51,16,8.814499855041504,30750,0.5814999938011169,14,12,5.0,22
2000,0,0,56,12,2.375,2032,60,10,2.952800035476685,11050,0.7515000104904175,7,7,14.0,26
1750,0,2,40,10,2.5429000854492188,1680,45,4,4.517300128936768,12239,0.7515000104904175,7,7,14.0,11
1101,1,2,45,12,2.179800033569336,1560,49,14,5.128200054168701,12870,0.7515000104904175,14,12,7.5,11
2000,0,2,32,12,2.5999999046325684,2895,30,12,4.145100116729736,17200,0.7214999794960022,10,7,7.5,15
1877,0,0,45,12,3.729399919509888,1820,50,8,8.791199684143066,23980,0.6614999771118164,10,10,7.5,13
160,0,2,40,12,4.375,2450,44,12,7.306099891662598,18600,0.6915000081062317,7,12,14.0,6
1886,0,1,38,12,4.443299770355225,1748,42,8,6.006899833679199,23920,0.6915000081062317,7,10,9.5,20
1446,0,4,49,12,4.287700176239014,1020,45,12,8.33329963684082,16084,0.7515000104904175,7,7,14.0,17
1500,0,1,47,16,1.666700005531311,2342,49,17,11.529000282287598,31100,0.5814999938011169,14,14,11.0,8
860,0,0,52,13,3.255800008773804,2250,53,12,6.6666998863220215,20460,0.6614999771118164,7,7,11.0,13
1848,0,1,34,13,5.411300182342529,2880,40,16,8.6806001663208,36000,0.5515000224113464,12,12,7.5,15
1678,0,2,44,12,2.2049999237060547,2032,46,12,3.4679999351501465,17302,0.7214999794960022,14,12,3.0,14
160,0,3,36,16,4.0625,3120,42,16,3.032099962234497,16450,0.7214999794960022,14,7,3.0,14
108,0,0,50,17,0.6481999754905701,1760,57,16,13.807000160217283,41170,0.5814999938011169,14,16,9.5,6
1738,0,0,45,12,5.382599830627441,1725,47,12,6.217400074005127,20130,0.6614999771118164,0,0,7.5,24
1170,0,2,44,14,0.1709000021219253,2080,46,13,4.230800151824951,9200,0.7515000104904175,16,12,9.5,10
15,0,2,57,12,23.46699905395508,2040,57,10,11.470000267028809,24751,0.6614999771118164,7,7,11.0,2
2088,0,0,35,17,9.578499794006348,2940,42,17,12.244999885559082,57300,0.5,12,17,9.5,9
2490,0,0,46,12,3.694799900054932,2280,52,12,9.21049976348877,37200,0.5814999938011169,7,7,7.5,23
135,2,1,30,14,2.2221999168396,2164,35,16,6.330900192260742,14000,0.7214999794960022,10,12,14.0,12
1944,0,3,42,12,1.7489999532699585,1999,44,12,7.803899765014648,20610,0.6915000081062317,7,3,14.0,8
690,0,1,34,12,1.1593999862670898,1824,36,13,7.675399780273437,14800,0.7214999794960022,10,7,7.5,16
608,0,2,45,17,6.990099906921387,2182,47,16,15.58199977874756,40005,0.5515000224113464,10,14,14.0,10
63,1,2,35,16,3.9683001041412354,2385,37,16,9.643600463867188,23750,0.6614999771118164,14,7,14.0,7
154,0,0,40,16,21.429000854492188,2460,44,17,12.88599967956543,35300,0.5515000224113464,7,12,14.0,19
420,0,1,32,12,0.4762000143527984,2595,35,16,6.55109977722168,17350,0.6915000081062317,12,12,7.5,2
651,0,0,54,9,2.150500059127808,2400,57,10,8.25,21650,0.6614999771118164,7,7,7.5,9
675,0,3,38,12,1.857800006866455,3120,42,8,1.3791999816894531,6740,0.7914999723434448,7,7,14.0,14
1663,0,3,43,12,4.329500198364258,2850,42,12,5.263199806213379,32275,0.6915000081062317,12,14,5.0,9
1680,0,0,54,16,8.928600311279297,760,60,12,10.526000022888184,33220,0.7200000286102295,14,7,9.5,16
180,0,3,39,14,2.7778000831604004,2500,37,17,10.0,26500,0.6215000152587891,12,12,7.5,7
1581,0,1,37,12,2.656500101089477,2630,39,14,12.54800033569336,38700,0.5214999914169312,7,12,5.0,6
1200,0,2,46,12,2.5,2597,48,8,4.620699882507324,15400,0.7214999794960022,7,7,5.0,22
450,0,0,56,11,18.267000198364254,2760,60,11,1.8539999723434448,19007,0.6915000081062317,7,7,3.0,9
547,0,3,41,12,0.8190000057220459,2070,44,8,7.426599979400635,16771,0.7214999794960022,12,7,7.5,9
300,0,1,45,16,2.0,2256,48,16,13.29800033569336,31100,0.5814999938011169,16,7,11.0,14
975,0,1,44,17,15.385000228881836,1505,47,16,26.577999114990234,66300,0.5,3,3,7.5,17
1621,0,1,50,17,6.477499961853027,2364,52,17,13.958999633789062,43550,0.4914999902248382,16,12,5.0,12
300,0,5,37,14,8.33329963684082,2895,38,14,13.12600040435791,37250,0.6215000152587891,7,7,11.0,13
1868,0,1,44,12,4.550300121307373,2041,46,12,7.888299942016602,24900,0.6614999771118164,16,7,14.0,8
1803,0,2,32,14,2.495800018310547,2195,34,17,8.656000137329102,24200,0.6614999771118164,7,14,9.5,10
2143,1,1,34,12,4.479700088500977,1935,40,12,3.410900115966797,16200,0.7214999794960022,10,10,14.0,16
1080,0,2,32,10,2.2323999404907227,1950,35,10,4.62559986114502,11431,0.7515000104904175,10,10,7.5,1
1352,0,3,37,12,2.071000099182129,2375,38,14,4.2104997634887695,13200,0.7515000104904175,10,10,11.0,6
537,0,1,44,13,1.6759999990463257,1920,55,8,4.2708001136779785,15420,0.7714999914169312,10,10,9.0,4
352,0,2,34,16,3.40910005569458,3300,33,12,3.342400074005127,18400,0.6915000081062317,12,12,14.0,8
200,1,3,33,12,2.5,3680,33,16,8.635899543762207,43500,0.4914999902248382,10,3,5.0,4
2045,0,3,43,7,3.960900068283081,1968,43,12,6.7581000328063965,21972,0.6915000081062317,7,7,7.5,15
1253,0,2,35,16,6.227499961853027,2504,33,10,0.5842999815940857,7774,0.7714999914169312,16,16,11.0,7
1960,0,1,43,14,3.9286000728607178,2000,45,14,5.335000038146973,24470,0.6915000081062317,7,7,7.5,14
2000,0,0,34,12,2.900000095367432,1656,37,12,4.710100173950195,13600,0.7214999794960022,7,7,7.5,16
1960,0,3,36,10,4.081600189208984,1968,39,7,4.979700088500977,22500,0.7214999794960022,7,0,7.5,15
2000,0,2,41,12,2.8499999046325684,2016,41,12,2.9762001037597656,13600,0.7214999794960022,7,7,14.0,23
1568,0,0,41,16,7.0152997970581055,2602,44,17,12.744000434875488,90800,0.4415000081062317,7,7,7.5,19
1225,0,3,35,10,2.938800096511841,1560,43,9,3.846199989318848,10776,0.7515000104904175,10,10,7.5,4
780,1,3,32,12,1.923099994659424,1827,37,10,7.223299980163574,19007,0.7515000104904175,10,7,5.0,12
480,0,0,30,14,6.875,2080,34,14,8.807700157165527,23900,0.6614999771118164,12,12,14.0,12
1923,0,0,43,12,3.900199890136719,3390,47,12,5.38640022277832,26060,0.6215000152587891,7,7,7.5,25
2000,0,0,54,6,2.0,2524,57,6,3.684600114822388,13300,0.7214999794960022,7,7,7.5,14
2110,0,2,35,15,4.97629976272583,2777,34,12,1.8437000513076784,15620,0.7214999794960022,7,7,7.5,14
1664,0,0,50,12,1.2019000053405762,3120,54,13,1.301300048828125,16500,0.7214999794960022,7,7,7.5,11
48,1,1,34,17,22.5,2700,36,17,7.2221999168396,20880,0.6915000081062317,14,16,5.0,7
1791,0,0,52,14,6.867700099945068,1904,57,12,7.35290002822876,30600,0.6614999771118164,14,12,9.5,18
1404,0,3,35,13,3.561300039291382,2360,38,14,11.86400032043457,39000,0.6215000152587891,7,10,9.0,4
1920,0,0,55,6,1.979200005531311,1960,58,8,5.332699775695801,15428,0.7214999794960022,7,7,7.5,37
2141,0,0,35,16,5.371300220489502,2000,42,16,5.5,23300,0.6614999771118164,7,7,7.5,13
1720,0,1,49,14,1.7441999912261963,2600,45,16,7.230800151824951,42100,0.5214999914169312,16,16,9.5,14
3533,2,2,38,15,5.094799995422363,2000,38,9,7.0,36430,0.6399999856948853,12,7,9.5,17
2000,0,2,42,14,2.5,2218,45,14,7.213699817657471,26000,0.6915000081062317,7,7,9.5,5
800,0,1,48,8,3.825000047683716,2000,52,5,4.5,62060,0.7515000104904175,7,7,7.5,2
3000,0,0,51,14,1.0,2595,53,16,8.863200187683105,28300,0.6215000152587891,12,12,9.5,0
293,0,2,43,12,3.071700096130371,2400,47,12,9.33329963684082,24149,0.6614999771118164,12,10,7.5,3
1872,0,1,43,12,1.7163000106811523,2856,48,12,3.8262999057769775,28141,0.6614999771118164,12,10,7.5,21
2058,0,1,38,12,4.020899772644043,2601,38,14,5.444799900054932,23057,0.6614999771118164,10,10,7.5,20
1832,0,1,44,12,5.458499908447266,2054,48,9,8.763400077819824,28900,0.6215000152587891,3,7,7.5,19
120,1,3,36,12,25.0,2500,35,12,8.399999618530273,24000,0.6614999771118164,12,10,9.5,4
1632,0,0,38,12,2.389699935913086,1960,31,12,5.102000236511231,13900,0.7214999794960022,12,12,7.5,19
778,0,0,47,8,3.213399887084961,2058,51,8,7.410099983215332,31810,0.6915000081062317,12,12,5.0,11
1984,0,2,34,12,3.377000093460083,2410,49,10,5.352700233459473,19840,0.6915000081062317,7,7,7.5,14
225,1,2,40,17,1.7777999639511108,1278,38,17,19.562000274658203,25490,0.6614999771118164,16,17,14.0,8
1960,0,1,31,12,3.163300037384033,2875,35,12,5.0782999992370605,20800,0.6915000081062317,12,12,7.5,13
444,0,0,46,12,2.702699899673462,2340,49,12,0.5127999782562256,2400,0.8015000224113464,10,16,7.5,24
384,0,3,36,14,1.6927000284194946,3060,43,17,5.401999950408936,32650,0.5814999938011169,10,10,14.0,1
1170,1,2,39,13,0.213699996471405,1920,47,12,7.86460018157959,16370,0.7214999794960022,12,16,11.0,1
1330,0,2,36,17,6.766900062561035,3390,38,12,6.053100109100342,35500,0.5515000224113464,7,7,14.0,3
1350,0,4,37,8,1.7407000064849854,2400,41,12,5.0,15100,0.7515000104904175,7,7,3.0,4
480,0,4,39,12,2.5,1640,40,11,7.6828999519348145,14100,0.7515000104904175,7,9,3.0,21
1984,1,3,36,11,4.485899925231934,1656,38,8,6.038599967956543,19600,0.7214999794960022,7,3,14.0,10
1944,0,2,49,12,2.572000026702881,1920,53,16,5.85099983215332,19434,0.7214999794960022,7,7,5.0,13
50,1,1,45,12,3.4600000381469727,1780,46,10,6.741600036621094,23882,0.7214999794960022,7,7,9.5,9
460,2,0,32,17,4.782599925994873,1850,31,17,8.108099937438965,17300,0.7214999794960022,7,7,7.5,14
680,0,5,36,10,2.311800003051758,3430,43,12,5.306099891662598,19772,0.7214999794960022,7,7,7.5,2
2450,0,1,40,12,5.306099891662598,2008,40,8,7.270899772644043,35641,0.6215000152587891,7,7,5.0,21
2144,0,2,43,13,5.867499828338623,2140,43,11,8.177599906921387,34220,0.5814999938011169,7,7,7.5,22
1760,0,1,33,12,3.40910005569458,3380,34,12,7.100599765777588,30000,0.5814999938011169,12,16,11.0,14
490,0,1,30,12,4.081600189208984,2430,33,11,6.584400177001953,18000,0.6915000081062317,12,12,7.5,7
0,0,1,49,12,0.0,2550,54,15,7.85290002822876,21025,0.6614999771118164,14,12,7.5,2
0,2,0,30,16,0.0,1928,34,16,11.928999900817873,23600,0.6614999771118164,14,7,9.5,5
0,1,0,30,12,0.0,1100,39,17,18.0,22800,0.6614999771118164,12,12,7.5,12
0,0,4,41,12,0.0,3193,40,16,10.022000312805176,35910,0.5814999938011169,7,7,7.5,1
0,0,1,45,12,0.0,2250,46,16,9.33329963684082,21700,0.6614999771118164,7,7,5.0,12
0,0,5,43,12,0.0,2012,44,13,6.085000038146973,21823,0.7515000104904175,7,7,7.5,4
0,0,1,42,13,0.0,3856,46,15,5.705399990081787,31000,0.6614999771118164,10,7,11.0,9
0,0,0,60,12,0.0,1645,58,12,9.118499755859377,15300,0.7214999794960022,7,7,7.5,9
0,0,0,57,12,0.0,1554,57,12,7.207200050354004,12925,0.7214999794960022,9,3,7.5,6
0,0,2,38,10,0.0,2352,41,8,5.314599990844727,15830,0.7515000104904175,12,7,5.0,5
0,0,0,56,12,0.0,1980,58,12,8.28279972076416,30200,0.6915000081062317,12,12,7.5,5
0,0,3,32,12,0.0,2352,37,7,7.057799816131592,16600,0.7214999794960022,10,7,5.0,8
0,0,1,49,7,0.0,1784,58,6,6.165900230407715,11000,0.7515000104904175,7,7,7.5,2
0,0,0,55,12,0.0,2500,58,12,2.700000047683716,15000,0.7214999794960022,7,10,3.0,6
0,1,1,36,9,0.0,2088,39,14,7.662799835205078,20528,0.7214999794960022,7,7,11.0,0
0,0,3,44,12,0.0,4640,50,12,1.8490999937057493,13126,0.7515000104904175,9,9,14.0,3
0,0,1,44,10,0.0,3900,60,12,3.846199989318848,15550,0.7214999794960022,7,14,7.5,7
0,1,2,35,14,0.0,1988,34,17,9.05430030822754,18010,0.7214999794960022,3,12,7.5,3
0,2,3,44,14,0.0,1920,45,10,9.375,18874,0.7214999794960022,10,10,14.0,10
0,0,1,45,12,0.0,2400,45,12,8.33329963684082,24800,0.6614999771118164,12,12,14.0,3
0,1,0,34,12,0.0,1867,38,12,9.373299598693848,17500,0.6915000081062317,12,17,5.0,2
0,2,0,30,17,0.0,3570,32,17,4.481800079345703,16150,0.7214999794960022,12,12,7.5,12
0,0,1,39,8,0.0,2805,44,12,5.347599983215332,15189,0.7214999794960022,7,3,3.0,15
0,0,2,36,12,0.0,1110,39,15,3.202699899673462,6000,0.781499981880188,7,7,14.0,5
0,0,2,38,17,0.0,2695,42,16,12.800999641418455,37250,0.5515000224113464,10,12,9.5,4
0,0,0,53,12,0.0,1950,54,16,6.910299777984619,27760,0.6215000152587891,10,10,7.5,10
0,0,2,36,12,0.0,2128,42,12,4.229300022125244,9090,0.7714999914169312,7,7,3.0,1
0,1,1,32,12,0.0,3260,31,12,4.44789981842041,14500,0.7214999794960022,12,7,7.5,8
0,0,3,51,9,0.0,1987,51,12,8.052300453186035,19700,0.7214999794960022,7,7,14.0,20
0,0,0,38,11,0.0,2185,46,11,7.50570011138916,16788,0.6915000081062317,10,7,14.0,4
0,2,0,33,12,0.0,2475,36,12,7.474699974060059,18520,0.6915000081062317,10,10,11.0,7
0,0,0,54,12,0.0,2610,53,12,6.321800231933594,20950,0.6915000081062317,16,10,9.5,10
0,0,3,38,9,0.0,1920,44,12,2.1354000568389893,7574,0.8015000224113464,7,3,11.0,3
0,2,2,30,11,0.0,2352,31,14,4.209199905395508,10027,0.7714999914169312,7,7,3.0,5
0,2,3,34,12,0.0,3160,30,12,0.7595000267028809,5000,0.9415000081062316,12,12,7.5,10
0,0,1,34,9,0.0,1040,37,13,4.807700157165527,7040,0.7914999723434448,12,7,3.0,0
0,0,2,50,12,0.0,3120,49,12,12.788000106811523,40800,0.5214999914169312,10,7,7.5,3
0,2,0,30,17,0.0,2240,30,16,7.142899990081787,16050,0.7214999794960022,12,12,11.0,10
0,0,2,38,12,0.0,1980,42,16,15.152000427246094,33100,0.5814999938011169,10,7,11.0,2
0,0,0,54,14,0.0,1960,58,14,7.908199787139893,33856,0.7214999794960022,12,12,9.5,10
0,1,2,30,12,0.0,2940,31,17,6.972799777984619,20500,0.6915000081062317,12,12,7.5,4
0,0,0,55,12,0.0,2467,56,11,4.918099880218506,28600,0.5814999938011169,7,7,5.0,0
0,0,1,51,10,0.0,2256,56,12,8.311200141906738,18750,0.6915000081062317,10,10,11.0,10
0,0,1,44,12,0.0,1680,46,12,7.142899990081787,20300,0.7214999794960022,7,7,9.5,5
0,0,0,53,12,0.0,2250,55,12,5.688899993896484,13420,0.7214999794960022,7,7,5.0,0
0,0,2,42,10,0.0,2400,49,9,7.0833001136779785,18400,0.7214999794960022,3,3,5.0,0
0,0,2,38,12,0.0,2196,42,11,5.692200183868408,16682,0.7214999794960022,10,7,7.5,19
0,1,3,38,13,0.0,2400,40,12,11.399999618530272,32685,0.6215000152587891,7,7,7.5,2
0,1,4,41,12,0.0,3825,41,11,1.4151999950408936,7050,0.8015000224113464,3,3,9.5,12
0,0,3,35,8,0.0,2860,44,9,2.750699996948242,10867,0.781499981880188,12,7,9.5,5
0,1,2,33,12,0.0,2750,34,12,6.618199825286865,18220,0.7214999794960022,12,12,9.5,5
0,0,0,48,13,0.0,2103,50,16,9.272500038146973,26613,0.6915000081062317,7,7,7.5,5
0,0,0,47,12,0.0,1880,51,12,12.286999702453612,25000,0.6215000152587891,12,10,7.5,10
0,0,5,34,12,0.0,3185,41,13,2.854899883270264,15700,0.7515000104904175,7,7,7.5,0
0,2,1,33,13,0.0,2677,37,17,7.970900058746338,40250,0.5214999914169312,12,10,5.0,4
0,3,1,31,13,0.0,3600,36,17,19.444000244140625,73600,0.4415000081062317,12,16,11.0,3
0,0,0,58,8,0.0,4334,58,8,1.4805999994277954,10592,0.7515000104904175,12,7,7.5,2
0,0,0,49,12,0.0,2874,52,8,1.891800045967102,8000,0.7515000104904175,7,7,3.0,1
0,0,1,55,8,0.0,1936,56,9,6.921500205993652,13400,0.7214999794960022,7,3,7.5,0
0,0,0,44,14,0.0,1964,49,8,10.69200038909912,23700,0.6614999771118164,12,12,14.0,1
0,0,0,44,9,0.0,1900,48,8,9.947400093078612,18900,0.6915000081062317,7,7,11.0,1
0,0,3,36,16,0.0,2500,37,17,19.0,48300,0.4614999890327453,7,12,9.5,6
0,0,3,38,12,0.0,3173,46,14,7.4882001876831055,24470,0.6614999771118164,14,14,9.5,12
0,0,3,37,16,0.0,2916,38,17,9.258999824523926,28630,0.6215000152587891,16,7,7.5,6
0,0,0,47,12,0.0,2208,51,12,11.321999549865724,25320,0.6215000152587891,12,7,5.0,9
0,0,3,47,12,0.0,2094,47,10,6.447000026702881,13530,0.7515000104904175,12,10,7.5,14
0,1,1,32,12,0.0,2250,33,12,6.5777997970581055,14800,0.7214999794960022,7,7,9.0,13
0,1,2,43,12,0.0,2000,46,12,6.099999904632568,17400,0.7515000104904175,12,7,7.5,8
0,1,4,42,11,0.0,2600,48,10,4.230800151824951,15980,0.781499981880188,10,10,3.0,0
0,0,0,56,12,0.0,4368,57,8,2.2170000076293945,16576,0.7214999794960022,7,7,7.5,1
0,0,5,38,13,0.0,3068,40,16,6.518899917602539,21850,0.6915000081062317,12,7,11.0,3
0,0,2,52,12,0.0,2218,51,11,6.492300033569336,14600,0.7214999794960022,7,7,14.0,13
0,0,0,50,12,0.0,1848,56,12,11.36400032043457,21600,0.6614999771118164,12,12,7.5,3
0,0,0,33,16,0.0,2430,33,17,9.876500129699709,24000,0.6614999771118164,12,12,7.5,8
0,0,2,44,16,0.0,2640,44,17,7.657599925994873,20883,0.6915000081062317,7,7,7.5,8
0,0,1,41,12,0.0,2108,42,16,8.3016996383667,19500,0.6915000081062317,7,7,14.0,18
0,0,1,45,12,0.0,1998,45,12,14.11400032043457,42800,0.6215000152587891,14,12,11.0,2
0,0,0,53,14,0.0,2500,55,16,16.0,41500,0.5214999914169312,7,7,7.5,3
0,0,0,53,14,0.0,1665,56,17,11.291000366210938,18965,0.6915000081062317,12,12,14.0,5
0,0,1,42,12,0.0,2990,46,12,2.3394999504089355,16100,0.7214999794960022,12,10,9.5,2
0,2,0,32,13,0.0,1795,35,16,7.799399852752685,14700,0.7214999794960022,12,17,7.5,10
